,id,scholar_id,title,abstract,bib_id,journal,number,pages,pub_type,pub_year,publisher,venue,volume,num_citations,gsrank,citedby_url,eprint_url,pub_url,url_add_sclib,url_related_articles,url_scholarbib,search_term,depth,fetched_citations
890,891,7efsInTIvN8J,The effect of COVID-19 on emergency department imaging: what can we learn?,To investigate the effect of the COVID-19 pandemic on emergency department (ED) imaging  its documented association with pulmonary embolism and deep venous thrombosis [22]. A,sharperson2021effect,Emergency Radiology,2,339--347,article,2021.0,Springer,Emergency …,28.0,3,110,"/scholar?cites=16121981167207245805&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1007/s10140-020-01889-9,https://link.springer.com/article/10.1007/s10140-020-01889-9,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D100%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=7efsInTIvN8J&ei=XJh9Y9n2E7PcsQKew4voBA&json=","/scholar?q=related:7efsInTIvN8J:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:7efsInTIvN8J:scholar.google.com/&output=cite&scirp=109&hl=en,"""emergency department"" deep learning",0,0
891,892,_w8nyuNB5jEJ,Generating contextual embeddings for emergency department chief complaints,"We learn contextual embeddings for emergency department (ED) chief complaints using  Bidirectional Encoder Representations from Transformers (BERT), a state-of-the-art language",chang2020generating,JAMIA open,2,160--166,article,2020.0,Oxford University Press,JAMIA open,3.0,8,114,"/scholar?cites=3595633799106859007&as_sdt=5,33&sciodt=1,33&hl=en",https://academic.oup.com/jamiaopen/article/3/2/160/5871667,https://academic.oup.com/jamiaopen/article-abstract/3/2/160/5871667,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D110%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=_w8nyuNB5jEJ&ei=gph9Y8DQKqmXy9YPhbeM6A0&json=","/scholar?q=related:_w8nyuNB5jEJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:_w8nyuNB5jEJ:scholar.google.com/&output=cite&scirp=113&hl=en,"""emergency department"" deep learning",0,0
892,893,qMqGxrcUeLUJ,Strategies for improving clinical teaching in emergency department: Applicable to clinical teachers and especially emergency medicine,"The emergency department (ED) is one  learners at different levels of learning. Accordingly,  using effective teaching strategies at teachable moments and getting feedback from learners",amouzeshi2019strategies,Journal of Surgery and Trauma,2,42--47,article,2019.0,Journal of Surgery and Trauma,Journal of Surgery and Trauma,7.0,1,117,"/scholar?cites=13076224297612528296&as_sdt=5,33&sciodt=1,33&hl=en",https://jsurgery.bums.ac.ir/browse.php?a_id=191&sid=1&slc_lang=en&html=1,https://jsurgery.bums.ac.ir/browse.php?a_id=191&sid=1&slc_lang=en&html=1,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D110%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=qMqGxrcUeLUJ&ei=gph9Y8DQKqmXy9YPhbeM6A0&json=","/scholar?q=related:qMqGxrcUeLUJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:qMqGxrcUeLUJ:scholar.google.com/&output=cite&scirp=116&hl=en,"""emergency department"" deep learning",0,0
893,894,WlmV9G_HZwwJ,Accuracy of three-point compression ultrasound for the diagnosis of proximal deep-vein thrombosis in emergency department,"Lower-limb pain and swelling is a usual complication seen in patients referring to emergency  department (ED). Among differential diagnosis of this condition, deep-vein thrombosis (DVT",dehbozorgi2019accuracy,Journal of Research in Medical Sciences,1,80,article,2019.0,Medknow Publications,Journal of Research in …,24.0,10,121,"/scholar?cites=893902334715058522&as_sdt=5,33&sciodt=1,33&hl=en",https://www.jmsjournal.net/tocd.asp?2019/24/1/80/268191/1,https://www.jmsjournal.net/tocd.asp?2019/24/1/80/268191/1,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D120%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=WlmV9G_HZwwJ&ei=vJh9Y5bJDIuEmgG1z4vQAw&json=","/scholar?q=related:WlmV9G_HZwwJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:WlmV9G_HZwwJ:scholar.google.com/&output=cite&scirp=120&hl=en,"""emergency department"" deep learning",0,0
895,896,OreaYMYfbdcJ,Evaluation of an artificial intelligence system for diagnosing scaphoid fracture on direct radiography,The performance of the deep learning algorithm was also compared with that of the  emergency department (ED) physician and two orthopaedic specialists (less experienced and,ozkaya2020evaluation,European Journal of Trauma and Emergency Surgery,,1--8,article,2020.0,Springer,European Journal of …,,15,127,"/scholar?cites=15523098427500705594&as_sdt=5,33&sciodt=1,33&hl=en",,https://link.springer.com/article/10.1007/s00068-020-01468-0,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D120%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=OreaYMYfbdcJ&ei=vJh9Y5bJDIuEmgG1z4vQAw&json=","/scholar?q=related:OreaYMYfbdcJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:OreaYMYfbdcJ:scholar.google.com/&output=cite&scirp=126&hl=en,"""emergency department"" deep learning",0,0
897,898,miYAE38ltbEJ,Introduction to supervised machine learning in clinical epidemiology,emergency department. The present article focuses on the concept and application of supervised  learning in  network has further developed into deep learning algorithms to solve more,ono2022introduction,Annals of Clinical Epidemiology,3,63--71,article,2022.0,Society for Clinical Epidemiology,Annals of Clinical Epidemiology,4.0,1,141,"/scholar?cites=12805182343207724698&as_sdt=5,33&sciodt=1,33&hl=en",https://www.jstage.jst.go.jp/article/ace/4/3/4_22009/_pdf,https://www.jstage.jst.go.jp/article/ace/4/3/4_22009/_article/-char/ja/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D140%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=miYAE38ltbEJ&ei=BJl9Y7fOOouEmgG1z4vQAw&json=",,/scholar?hl=en&q=info:miYAE38ltbEJ:scholar.google.com/&output=cite&scirp=140&hl=en,"""emergency department"" deep learning",0,0
898,899,2kJLa_VKJ8AJ,Deep convolutional neural networks for automatic detection of orbital blowout fractures,a common disease in emergency department and a delay or  Using a deep learning-based  automatic detection system of  common disease in the emergency department. Orbit trauma is,li2020deep,Journal of Craniofacial Surgery,2,400--403,article,2020.0,LWW,Journal of …,31.0,5,156,"/scholar?cites=13846117997301416666&as_sdt=5,33&sciodt=1,33&hl=en",https://www.researchgate.net/profile/Yucheng-Guo-7/publication/337969671_Deep_Convolutional_Neural_Networks_for_Automatic_Detection_of_Orbital_Blowout_Fractures/links/61ce6c6fda5d105e550bf0fa/Deep-Convolutional-Neural-Networks-for-Automatic-Detection-of-Orbital-Blowout-Fractures.pdf,https://journals.lww.com/jcraniofacialsurgery/fulltext/2020/04000/deep_convolutional_neural_networks_for_automatic.21.aspx,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D150%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=2kJLa_VKJ8AJ&ei=MJl9Y_SfAr2Uy9YP6dyfoAs&json=","/scholar?q=related:2kJLa_VKJ8AJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:2kJLa_VKJ8AJ:scholar.google.com/&output=cite&scirp=155&hl=en,"""emergency department"" deep learning",0,0
899,900,w-WmEgpOkY0J,Multi-population generalizability of a deep learning-based chest radiograph severity score for COVID-19,at an academic medical center emergency department (N = 303 Tuning the deep learning  model with outpatient data showed  outpatient and Brazil emergency department datasets (R =,li2022multi,Medicine,29,,article,2022.0,Wolters Kluwer Health,Medicine,101.0,1,157,"/scholar?cites=10201020436140451267&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9302282/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9302282/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D150%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=w-WmEgpOkY0J&ei=MJl9Y_SfAr2Uy9YP6dyfoAs&json=",,/scholar?hl=en&q=info:w-WmEgpOkY0J:scholar.google.com/&output=cite&scirp=156&hl=en,"""emergency department"" deep learning",0,0
900,901,iQW-IbyqWPwJ,A scalable physician-level deep learning algorithm detects universal trauma on pelvic radiographs,"In 2017, a total of 1888 patients underwent PXR examinations in the emergency department  because of an injury (Fig. 1). The demographic characteristics are shown in Table 1 and",cheng2021scalable,Nature communications,1,1--10,article,2021.0,Nature Publishing Group,Nature …,12.0,25,166,"/scholar?cites=18183471220505052553&as_sdt=5,33&sciodt=1,33&hl=en",https://www.nature.com/articles/s41467-021-21311-3,https://www.nature.com/articles/s41467-021-21311-3,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D160%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=iQW-IbyqWPwJ&ei=TJl9Y6GlD4uEmgG1z4vQAw&json=","/scholar?q=related:iQW-IbyqWPwJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:iQW-IbyqWPwJ:scholar.google.com/&output=cite&scirp=165&hl=en,"""emergency department"" deep learning",0,0
903,904,XISgsKZeLs8J,Analysis of unstructured text-based data using machine learning techniques: the case of pediatric emergency department records in Nicaragua,"Free-text information is still widely used in emergency department (ED) records. Machine  learning techniques are useful for analyzing narratives, but they have been used mostly for",lorenzoni2021analysis,Medical Care Research and Review,2,138--145,article,2021.0,"SAGE Publications Sage CA: Los Angeles, CA",… Care Research and …,78.0,5,184,"/scholar?cites=14928973884800664668&as_sdt=5,33&sciodt=1,33&hl=en",,https://journals.sagepub.com/doi/abs/10.1177/1077558719844123,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D180%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=XISgsKZeLs8J&ei=bpl9Y76UM7-D6rQPotOMKA&json=","/scholar?q=related:XISgsKZeLs8J:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:XISgsKZeLs8J:scholar.google.com/&output=cite&scirp=183&hl=en,"""emergency department"" deep learning",0,0
906,907,z1my07agvzoJ,Integrating Point-of-care Testing Into a Community Emergency Department: A Mixed-methods Evaluation,"including a midlevel program with nurse practitioners starting in March 2013, nursing-driven  protocols, and discussions of quality measures every month with staff with deeper learning",pines2018integrating,Academic Emergency Medicine,10,1146--1156,article,2018.0,Wiley Online Library,Academic …,25.0,4,247,"/scholar?cites=4233278881847728591&as_sdt=5,33&sciodt=1,33&hl=en",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acem.13450,https://onlinelibrary.wiley.com/doi/abs/10.1111/acem.13450,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D240%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=z1my07agvzoJ&ei=upl9Y56eC4W7ywTIwry4Bg&json=","/scholar?q=related:z1my07agvzoJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:z1my07agvzoJ:scholar.google.com/&output=cite&scirp=246&hl=en,"""emergency department"" deep learning",0,0
908,909,b9T8GBRMT_MJ,Assessing the Severity of COVID-19 Lung Injury in Rheumatic Diseases Versus the General Population Using Deep Learning--Derived Chest Radiograph Scores,"The majority of initial radiographs in each group were performed in the emergency department  (40 [57%] vs. 295 [64%] in rheumatic disease patients and comparators, respectively)",patel2022assessing,Arthritis Care \& Research,,,article,2022.0,Wiley Online Library,Arthritis Care & …,,0,266,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/acr.24883,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D260%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=b9T8GBRMT_MJ&ei=55l9Y8LnGbnGsQKDq4fABg&json=","/scholar?q=related:b9T8GBRMT_MJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:b9T8GBRMT_MJ:scholar.google.com/&output=cite&scirp=265&hl=en,"""emergency department"" deep learning",0,0
909,910,AeMxctXxjhYJ,Using deep ensemble for influenza-like illness consultation rate prediction,"This study uses deep learning technology to build models for training, using the concept of   This study collected data on the average weekly influenza-like emergency department visit",kristiani2021using,Future Generation Computer Systems,,369--386,article,2021.0,Elsevier,Future Generation …,117.0,9,271,"/scholar?cites=1625502414573527809&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S0167739X20330661,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D270%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=AeMxctXxjhYJ&ei=_5l9Y8aUN7PcsQKew4voBA&json=","/scholar?q=related:AeMxctXxjhYJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:AeMxctXxjhYJ:scholar.google.com/&output=cite&scirp=270&hl=en,"""emergency department"" deep learning",0,0
911,912,RvMKR-AAUAUJ,The everyday work at a Swedish emergency department--The practitioners’ perspective,"Patient: “No”, RN: “You have a deep wound that needs to be  Emergency department  patients who stay more than 6 hours  Caring for older patients at an emergency department–",andersson2012everyday,International Emergency Nursing,2,58--68,article,2012.0,Elsevier,International Emergency …,20.0,111,295,"/scholar?cites=382806931591066438&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S1755599X1100067X,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D290%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=RvMKR-AAUAUJ&ei=IZp9Y_zAK4W7ywTIwry4Bg&json=","/scholar?q=related:RvMKR-AAUAUJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:RvMKR-AAUAUJ:scholar.google.com/&output=cite&scirp=294&hl=en,"""emergency department"" deep learning",0,0
914,915,iY19vs3ph04J,"A study protocol for a multicentre, prospective, before-and-after trial evaluating the feasibility of implementing targeted SEDation after initiation of mechanical ventilation in the emergency department (The ED-SED Pilot Trial)","Our research group has shown that patients receiving mechanical ventilation in the  emergency department (ED) are exposed to deep sedation commonly, and ED sedation depth is",fuller2020study,BMJ open,12,e041987,article,2020.0,British Medical Journal Publishing Group,BMJ open,10.0,7,298,"/scholar?cites=5658748526687784329&as_sdt=5,33&sciodt=1,33&hl=en",https://bmjopen.bmj.com/content/10/12/e041987.abstract,https://bmjopen.bmj.com/content/10/12/e041987.abstract,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D290%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=iY19vs3ph04J&ei=IZp9Y_zAK4W7ywTIwry4Bg&json=","/scholar?q=related:iY19vs3ph04J:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:iY19vs3ph04J:scholar.google.com/&output=cite&scirp=297&hl=en,"""emergency department"" deep learning",0,0
916,917,7I3u9O4Pk4IJ,Natural language generation for electronic health records,"emergency department (ED) chief complaints, history of present illness, or progress notes.  Here, we use the encoder–decoder model, a deep learning  of machine-learning methods for",lee2018natural,NPJ digital medicine,1,1--7,article,2018.0,Nature Publishing Group,NPJ digital medicine,1.0,45,300,"/scholar?cites=9408881565493005804&as_sdt=5,33&sciodt=1,33&hl=en",https://www.nature.com/articles/s41746-018-0070-0,https://www.nature.com/articles/s41746-018-0070-0,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D290%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=7I3u9O4Pk4IJ&ei=IZp9Y_zAK4W7ywTIwry4Bg&json=","/scholar?q=related:7I3u9O4Pk4IJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:7I3u9O4Pk4IJ:scholar.google.com/&output=cite&scirp=299&hl=en,"""emergency department"" deep learning",0,0
917,918,HPG9DKmnFzEJ,Advanced deep learning techniques applied to automated femoral neck fracture detection and classification,"In a real-world setting, where fractures on hip radiographs are relatively uncommon even  in patients in the emergency department after hip trauma, this would lead to a reduction of",mutasa2020advanced,Journal of Digital Imaging,5,1209--1217,article,2020.0,Springer,Journal of Digital …,33.0,22,306,"/scholar?cites=3537480376827900188&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7572965/,https://link.springer.com/article/10.1007/s10278-020-00364-8,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bdeep%2Blearning%26hl%3Den%26start%3D300%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=HPG9DKmnFzEJ&ei=jpp9Y97hHLPcsQKew4voBA&json=","/scholar?q=related:HPG9DKmnFzEJ:scholar.google.com/&scioq=%22emergency+department%22+deep+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:HPG9DKmnFzEJ:scholar.google.com/&output=cite&scirp=305&hl=en,"""emergency department"" deep learning",0,0
